country,year,years_since_2015,attack_type,target_industry,financial_loss_million,affected_users,loss_per_user_usd,attack_source,vulnerability_type,defense_mechanism,impact_level,resolution_time_hours,cluster,risk_profile
Brazil,2021,6,Man-in-the-Middle,Banking,81.68,893986,91.37,Insider,Unpatched Software,Firewall,High,47.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Brazil,2018,3,SQL Injection,Education,52.7,861075,61.2,Hacker Group,Social Engineering,Encryption,High,7.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Japan,2017,2,SQL Injection,Education,36.37,161579,225.09,Nation-state,Zero-day,Firewall,Low,15.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Australia,2020,5,Phishing,Education,85.79,905386,94.76,Hacker Group,Zero-day,Firewall,High,17.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
UK,2021,6,DDoS,IT,70.49,530341,132.91,Insider,Social Engineering,VPN,Medium,40.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
India,2018,3,DDoS,Education,1.71,63389,26.98,Insider,Unpatched Software,VPN,Low,20.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Germany,2015,0,Man-in-the-Middle,Education,81.5,697275,116.88,Nation-state,Weak Passwords,Encryption,High,59.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
India,2022,7,SQL Injection,Education,0.83,977791,0.85,Unattributed,Weak Passwords,Antivirus,High,15.0,1,Widespread Low-Loss Events - Phishing-Led
Russia,2022,7,SQL Injection,Government,69.09,474183,145.7,Insider,Weak Passwords,Antivirus,Medium,27.0,0,High-Loss Targeted Events - DDoS-Led
Germany,2021,6,Ransomware,Retail,46.82,589744,79.39,Nation-state,Weak Passwords,VPN,Medium,32.0,1,Widespread Low-Loss Events - Phishing-Led
Brazil,2018,3,Malware,Telecommunications,96.22,445546,215.96,Nation-state,Weak Passwords,Firewall,High,45.0,0,High-Loss Targeted Events - DDoS-Led
Australia,2019,4,Malware,Telecommunications,37.3,208089,179.25,Unattributed,Zero-day,Antivirus,Low,33.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Japan,2017,2,DDoS,IT,27.76,824968,33.65,Insider,Weak Passwords,Encryption,High,15.0,1,Widespread Low-Loss Events - Phishing-Led
India,2023,8,DDoS,Retail,73.85,504861,146.28,Unattributed,Weak Passwords,Antivirus,Medium,65.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Brazil,2015,0,SQL Injection,Banking,89.39,988268,90.45,Unattributed,Zero-day,VPN,High,44.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Japan,2021,6,DDoS,Telecommunications,94.23,441749,213.31,Nation-state,Unpatched Software,AI-based Detection,High,55.0,0,High-Loss Targeted Events - DDoS-Led
Australia,2017,2,DDoS,Education,31.74,724207,43.83,Hacker Group,Weak Passwords,Firewall,Medium,54.0,1,Widespread Low-Loss Events - Phishing-Led
Japan,2020,5,Ransomware,Banking,37.38,273660,136.59,Insider,Weak Passwords,Firewall,Low,6.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Australia,2022,7,DDoS,IT,27.02,835814,32.33,Insider,Weak Passwords,Encryption,High,40.0,1,Widespread Low-Loss Events - Phishing-Led
USA,2023,8,SQL Injection,Banking,98.91,995462,99.36,Unattributed,Unpatched Software,Firewall,High,33.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
UK,2024,9,Malware,Retail,33.24,851177,39.05,Insider,Unpatched Software,Encryption,High,53.0,1,Widespread Low-Loss Events - Phishing-Led
Germany,2016,1,Man-in-the-Middle,IT,13.21,549414,24.04,Unattributed,Social Engineering,Encryption,Medium,70.0,1,Widespread Low-Loss Events - Phishing-Led
UK,2023,8,Man-in-the-Middle,Banking,24.28,998547,24.32,Unattributed,Weak Passwords,Antivirus,High,46.0,1,Widespread Low-Loss Events - Phishing-Led
Australia,2019,4,DDoS,IT,58.3,76358,763.51,Nation-state,Weak Passwords,Encryption,Medium,58.0,0,High-Loss Targeted Events - DDoS-Led
India,2020,5,Phishing,Government,85.73,340643,251.67,Unattributed,Zero-day,Firewall,High,72.0,0,High-Loss Targeted Events - DDoS-Led
India,2022,7,SQL Injection,Government,53.89,633626,85.05,Nation-state,Social Engineering,Antivirus,Medium,54.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Russia,2018,3,SQL Injection,Education,40.59,598151,67.86,Nation-state,Unpatched Software,AI-based Detection,Medium,34.0,1,Widespread Low-Loss Events - Phishing-Led
France,2017,2,DDoS,Healthcare,5.07,65117,77.86,Unattributed,Social Engineering,Firewall,Low,3.0,2,Limited-Reach Low-Loss Events - Phishing-Led
USA,2023,8,Phishing,Telecommunications,6.18,591348,10.45,Nation-state,Weak Passwords,Encryption,Medium,55.0,1,Widespread Low-Loss Events - Phishing-Led
India,2018,3,Man-in-the-Middle,Healthcare,56.88,416331,136.62,Hacker Group,Unpatched Software,Encryption,Medium,62.0,0,High-Loss Targeted Events - DDoS-Led
France,2017,2,Malware,Healthcare,41.37,783899,52.77,Hacker Group,Social Engineering,AI-based Detection,High,29.0,1,Widespread Low-Loss Events - Phishing-Led
USA,2024,9,Malware,Retail,52.2,579778,90.03,Nation-state,Zero-day,Firewall,Medium,57.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
France,2021,6,SQL Injection,Banking,78.89,704427,111.99,Hacker Group,Zero-day,VPN,High,30.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Brazil,2015,0,Ransomware,Banking,63.14,545908,115.66,Insider,Social Engineering,AI-based Detection,Medium,2.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Russia,2017,2,Man-in-the-Middle,Healthcare,13.04,850158,15.34,Hacker Group,Unpatched Software,AI-based Detection,High,67.0,1,Widespread Low-Loss Events - Phishing-Led
Brazil,2016,1,DDoS,Education,96.98,140812,688.72,Nation-state,Unpatched Software,VPN,High,71.0,0,High-Loss Targeted Events - DDoS-Led
UK,2021,6,Malware,Healthcare,67.1,698852,96.01,Unattributed,Weak Passwords,Antivirus,Medium,57.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Australia,2022,7,Malware,Healthcare,67.16,566437,118.57,Unattributed,Weak Passwords,Encryption,Medium,63.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
China,2021,6,Phishing,Healthcare,55.04,871600,63.15,Insider,Unpatched Software,Firewall,High,29.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Germany,2018,3,Ransomware,Banking,87.56,933028,93.84,Nation-state,Unpatched Software,VPN,High,25.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Australia,2023,8,Man-in-the-Middle,Banking,57.34,471743,121.55,Unattributed,Zero-day,Firewall,Medium,29.0,0,High-Loss Targeted Events - DDoS-Led
UK,2024,9,Phishing,Government,81.26,993903,81.76,Unattributed,Weak Passwords,Firewall,High,25.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Russia,2016,1,Malware,Retail,61.39,415274,147.83,Hacker Group,Weak Passwords,Encryption,Medium,40.0,0,High-Loss Targeted Events - DDoS-Led
France,2021,6,Man-in-the-Middle,Retail,94.4,357092,264.36,Unattributed,Unpatched Software,VPN,High,71.0,0,High-Loss Targeted Events - DDoS-Led
India,2018,3,DDoS,Government,80.89,268956,300.76,Nation-state,Zero-day,Antivirus,High,47.0,0,High-Loss Targeted Events - DDoS-Led
Brazil,2020,5,DDoS,Retail,17.4,342253,50.84,Unattributed,Weak Passwords,Encryption,Low,22.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Brazil,2023,8,Malware,Telecommunications,62.77,422623,148.52,Nation-state,Zero-day,AI-based Detection,Medium,55.0,0,High-Loss Targeted Events - DDoS-Led
China,2019,4,DDoS,Retail,7.87,86783,90.69,Nation-state,Weak Passwords,Antivirus,Low,12.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Russia,2017,2,Phishing,IT,89.22,791350,112.74,Nation-state,Social Engineering,Antivirus,High,32.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Brazil,2021,6,SQL Injection,Healthcare,54.59,437634,124.74,Unattributed,Weak Passwords,AI-based Detection,Medium,29.0,0,High-Loss Targeted Events - DDoS-Led
Brazil,2018,3,Phishing,Healthcare,99.14,456432,217.21,Insider,Weak Passwords,Antivirus,High,66.0,0,High-Loss Targeted Events - DDoS-Led
UK,2015,0,DDoS,Government,11.68,890414,13.12,Nation-state,Unpatched Software,AI-based Detection,High,28.0,1,Widespread Low-Loss Events - Phishing-Led
UK,2021,6,SQL Injection,IT,77.82,935572,83.18,Hacker Group,Social Engineering,Encryption,High,61.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Japan,2022,7,Man-in-the-Middle,Retail,37.15,241151,154.05,Hacker Group,Social Engineering,Antivirus,Low,56.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Russia,2018,3,Man-in-the-Middle,Telecommunications,4.92,783480,6.28,Insider,Zero-day,AI-based Detection,High,55.0,1,Widespread Low-Loss Events - Phishing-Led
Brazil,2024,9,DDoS,Telecommunications,36.69,738981,49.65,Unattributed,Social Engineering,VPN,Medium,45.0,1,Widespread Low-Loss Events - Phishing-Led
Australia,2020,5,DDoS,Healthcare,91.45,471113,194.11,Hacker Group,Unpatched Software,AI-based Detection,High,71.0,0,High-Loss Targeted Events - DDoS-Led
China,2015,0,SQL Injection,IT,28.35,604786,46.88,Unattributed,Zero-day,VPN,Medium,34.0,1,Widespread Low-Loss Events - Phishing-Led
Germany,2016,1,DDoS,Government,22.48,10438,2153.67,Nation-state,Unpatched Software,Encryption,Low,10.0,2,Limited-Reach Low-Loss Events - Phishing-Led
France,2022,7,Malware,IT,92.29,727826,126.8,Unattributed,Weak Passwords,Encryption,High,63.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Russia,2024,9,Phishing,Education,25.7,953987,26.94,Insider,Social Engineering,AI-based Detection,High,65.0,1,Widespread Low-Loss Events - Phishing-Led
Russia,2023,8,DDoS,Healthcare,46.2,310868,148.62,Hacker Group,Weak Passwords,Antivirus,Low,10.0,2,Limited-Reach Low-Loss Events - Phishing-Led
UK,2022,7,Ransomware,Retail,10.44,19404,538.03,Nation-state,Unpatched Software,Firewall,Low,32.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Germany,2021,6,Man-in-the-Middle,Banking,37.69,361849,104.16,Hacker Group,Zero-day,Firewall,Low,63.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Germany,2019,4,SQL Injection,Government,96.91,408103,237.46,Nation-state,Unpatched Software,Firewall,High,27.0,0,High-Loss Targeted Events - DDoS-Led
UK,2020,5,DDoS,Retail,86.0,809209,106.28,Unattributed,Social Engineering,Encryption,High,26.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
UK,2024,9,Man-in-the-Middle,IT,56.23,706469,79.59,Unattributed,Unpatched Software,Encryption,Medium,17.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
France,2020,5,DDoS,Government,44.16,840796,52.52,Nation-state,Weak Passwords,AI-based Detection,High,5.0,1,Widespread Low-Loss Events - Phishing-Led
UK,2016,1,Man-in-the-Middle,Government,41.34,189354,218.32,Insider,Zero-day,Firewall,Low,39.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Germany,2019,4,Man-in-the-Middle,Government,75.37,445254,169.27,Hacker Group,Unpatched Software,VPN,High,42.0,0,High-Loss Targeted Events - DDoS-Led
UK,2024,9,DDoS,Healthcare,82.87,276634,299.57,Unattributed,Unpatched Software,Antivirus,High,38.0,0,High-Loss Targeted Events - DDoS-Led
Russia,2017,2,Ransomware,Telecommunications,65.18,329972,197.53,Nation-state,Unpatched Software,Firewall,Medium,48.0,0,High-Loss Targeted Events - DDoS-Led
France,2018,3,DDoS,IT,75.88,822364,92.27,Unattributed,Zero-day,VPN,High,71.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Brazil,2017,2,Man-in-the-Middle,Telecommunications,43.71,57237,763.67,Unattributed,Unpatched Software,Firewall,Low,52.0,2,Limited-Reach Low-Loss Events - Phishing-Led
China,2024,9,Ransomware,Banking,72.18,277175,260.41,Insider,Social Engineering,Firewall,Medium,72.0,0,High-Loss Targeted Events - DDoS-Led
Australia,2021,6,Man-in-the-Middle,Telecommunications,67.72,393335,172.17,Hacker Group,Social Engineering,Antivirus,Medium,31.0,0,High-Loss Targeted Events - DDoS-Led
UK,2023,8,Phishing,Healthcare,23.66,889641,26.59,Hacker Group,Social Engineering,AI-based Detection,High,50.0,1,Widespread Low-Loss Events - Phishing-Led
Germany,2020,5,SQL Injection,Education,43.96,597987,73.51,Hacker Group,Weak Passwords,Encryption,Medium,50.0,1,Widespread Low-Loss Events - Phishing-Led
Germany,2016,1,SQL Injection,IT,34.35,918452,37.4,Unattributed,Weak Passwords,AI-based Detection,High,16.0,1,Widespread Low-Loss Events - Phishing-Led
Germany,2021,6,DDoS,Government,28.71,937384,30.63,Hacker Group,Unpatched Software,Encryption,High,67.0,1,Widespread Low-Loss Events - Phishing-Led
Brazil,2016,1,Phishing,Government,35.94,372653,96.44,Hacker Group,Weak Passwords,VPN,Low,60.0,2,Limited-Reach Low-Loss Events - Phishing-Led
France,2021,6,Man-in-the-Middle,Healthcare,53.77,302180,177.94,Insider,Weak Passwords,AI-based Detection,Medium,11.0,0,High-Loss Targeted Events - DDoS-Led
Germany,2019,4,DDoS,IT,14.77,491791,30.03,Hacker Group,Zero-day,Encryption,Low,66.0,2,Limited-Reach Low-Loss Events - Phishing-Led
USA,2020,5,SQL Injection,Government,40.95,803757,50.95,Hacker Group,Social Engineering,Firewall,High,33.0,1,Widespread Low-Loss Events - Phishing-Led
Japan,2022,7,DDoS,IT,20.16,174510,115.52,Insider,Zero-day,AI-based Detection,Low,60.0,2,Limited-Reach Low-Loss Events - Phishing-Led
UK,2020,5,SQL Injection,Banking,47.67,729265,65.37,Unattributed,Zero-day,Firewall,Medium,42.0,1,Widespread Low-Loss Events - Phishing-Led
France,2017,2,DDoS,Government,86.82,99728,870.57,Nation-state,Unpatched Software,VPN,High,44.0,0,High-Loss Targeted Events - DDoS-Led
Australia,2017,2,Man-in-the-Middle,Banking,54.38,100855,539.19,Unattributed,Social Engineering,VPN,Medium,2.0,0,High-Loss Targeted Events - DDoS-Led
China,2023,8,Malware,Education,23.74,317922,74.67,Insider,Social Engineering,Antivirus,Low,18.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Japan,2020,5,Phishing,Government,32.39,442923,73.13,Nation-state,Social Engineering,Encryption,Low,57.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Brazil,2023,8,DDoS,IT,45.97,312555,147.08,Nation-state,Social Engineering,AI-based Detection,Low,67.0,2,Limited-Reach Low-Loss Events - Phishing-Led
India,2020,5,Phishing,Education,39.72,512850,77.45,Hacker Group,Zero-day,Antivirus,Medium,15.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Brazil,2022,7,Malware,Retail,78.03,660707,118.1,Insider,Unpatched Software,Firewall,High,11.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Australia,2015,0,DDoS,Government,13.96,479025,29.14,Nation-state,Zero-day,Antivirus,Low,54.0,2,Limited-Reach Low-Loss Events - Phishing-Led
India,2024,9,SQL Injection,Telecommunications,71.2,190099,374.54,Unattributed,Zero-day,AI-based Detection,Medium,15.0,0,High-Loss Targeted Events - DDoS-Led
Russia,2021,6,DDoS,IT,78.76,130413,603.93,Unattributed,Social Engineering,Encryption,High,66.0,0,High-Loss Targeted Events - DDoS-Led
Japan,2015,0,Malware,Banking,2.63,418914,6.28,Nation-state,Unpatched Software,Firewall,Low,53.0,2,Limited-Reach Low-Loss Events - Phishing-Led
India,2022,7,Man-in-the-Middle,Telecommunications,73.24,943689,77.61,Insider,Zero-day,Firewall,High,32.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Australia,2020,5,DDoS,Telecommunications,20.59,457184,45.04,Insider,Social Engineering,VPN,Low,11.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Japan,2015,0,Phishing,Banking,87.5,429920,203.53,Nation-state,Zero-day,Encryption,High,37.0,0,High-Loss Targeted Events - DDoS-Led
Russia,2020,5,Phishing,Banking,98.38,355505,276.73,Nation-state,Unpatched Software,AI-based Detection,High,35.0,0,High-Loss Targeted Events - DDoS-Led
Australia,2024,9,Malware,Telecommunications,83.69,824298,101.53,Nation-state,Unpatched Software,Firewall,High,4.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
France,2021,6,Man-in-the-Middle,Telecommunications,90.99,483484,188.2,Hacker Group,Unpatched Software,VPN,High,2.0,0,High-Loss Targeted Events - DDoS-Led
Japan,2016,1,SQL Injection,Government,10.4,240441,43.25,Unattributed,Zero-day,Antivirus,Low,17.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Russia,2024,9,Ransomware,Healthcare,98.25,877571,111.96,Insider,Weak Passwords,Antivirus,High,19.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
France,2016,1,Man-in-the-Middle,IT,41.79,453408,92.17,Nation-state,Social Engineering,VPN,Low,8.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Russia,2019,4,Phishing,Healthcare,17.6,839921,20.95,Unattributed,Zero-day,Antivirus,High,5.0,1,Widespread Low-Loss Events - Phishing-Led
Germany,2017,2,Phishing,Banking,69.85,253058,276.02,Hacker Group,Social Engineering,Encryption,Medium,44.0,0,High-Loss Targeted Events - DDoS-Led
Australia,2023,8,Malware,Education,67.23,362308,185.56,Unattributed,Social Engineering,AI-based Detection,Medium,5.0,0,High-Loss Targeted Events - DDoS-Led
Australia,2024,9,Malware,Retail,64.3,891367,72.14,Nation-state,Social Engineering,Firewall,High,21.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Japan,2019,4,Man-in-the-Middle,IT,73.71,560693,131.46,Hacker Group,Weak Passwords,Firewall,Medium,1.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
China,2015,0,SQL Injection,Telecommunications,34.84,712886,48.87,Hacker Group,Weak Passwords,Antivirus,Medium,7.0,1,Widespread Low-Loss Events - Phishing-Led
Australia,2022,7,Ransomware,Healthcare,17.58,18399,955.49,Unattributed,Zero-day,Firewall,Low,14.0,2,Limited-Reach Low-Loss Events - Phishing-Led
UK,2019,4,SQL Injection,Telecommunications,39.58,483585,81.85,Unattributed,Unpatched Software,Encryption,Low,13.0,2,Limited-Reach Low-Loss Events - Phishing-Led
India,2019,4,DDoS,Government,63.63,47191,1348.35,Insider,Unpatched Software,VPN,Medium,28.0,0,High-Loss Targeted Events - DDoS-Led
France,2023,8,SQL Injection,Banking,46.58,659062,70.68,Unattributed,Unpatched Software,Antivirus,Medium,42.0,1,Widespread Low-Loss Events - Phishing-Led
UK,2023,8,Phishing,Retail,28.54,699386,40.81,Nation-state,Weak Passwords,Encryption,Medium,20.0,1,Widespread Low-Loss Events - Phishing-Led
Germany,2020,5,SQL Injection,Retail,76.04,759384,100.13,Nation-state,Unpatched Software,AI-based Detection,High,22.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Japan,2015,0,Malware,Healthcare,27.92,775042,36.02,Unattributed,Zero-day,Encryption,High,12.0,1,Widespread Low-Loss Events - Phishing-Led
Germany,2020,5,Phishing,Government,40.62,318648,127.48,Insider,Zero-day,Encryption,Low,1.0,2,Limited-Reach Low-Loss Events - Phishing-Led
UK,2018,3,Ransomware,Healthcare,60.01,193378,310.32,Unattributed,Unpatched Software,Encryption,Medium,32.0,0,High-Loss Targeted Events - DDoS-Led
Australia,2017,2,SQL Injection,Banking,7.21,526324,13.7,Insider,Unpatched Software,VPN,Medium,39.0,1,Widespread Low-Loss Events - Phishing-Led
Japan,2020,5,Phishing,Banking,39.33,257190,152.92,Insider,Unpatched Software,Encryption,Low,14.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Germany,2023,8,Man-in-the-Middle,Healthcare,75.8,943724,80.32,Insider,Unpatched Software,AI-based Detection,High,58.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
India,2020,5,Ransomware,Healthcare,70.67,564046,125.29,Insider,Social Engineering,Firewall,Medium,39.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Russia,2022,7,Ransomware,Telecommunications,89.33,776295,115.07,Unattributed,Zero-day,VPN,High,40.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
India,2015,0,Ransomware,Government,56.3,59582,944.92,Nation-state,Unpatched Software,VPN,Medium,56.0,0,High-Loss Targeted Events - DDoS-Led
Australia,2019,4,Phishing,Education,46.64,971148,48.03,Insider,Unpatched Software,Firewall,High,44.0,1,Widespread Low-Loss Events - Phishing-Led
UK,2015,0,Malware,Government,68.8,284512,241.82,Nation-state,Social Engineering,Antivirus,Medium,23.0,0,High-Loss Targeted Events - DDoS-Led
USA,2023,8,DDoS,Telecommunications,11.73,489053,23.99,Nation-state,Zero-day,Antivirus,Low,29.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Russia,2017,2,SQL Injection,Banking,33.84,442940,76.4,Nation-state,Unpatched Software,AI-based Detection,Low,7.0,2,Limited-Reach Low-Loss Events - Phishing-Led
China,2016,1,DDoS,Education,81.31,815317,99.73,Hacker Group,Social Engineering,Antivirus,High,72.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
India,2023,8,Phishing,IT,88.71,337377,262.94,Hacker Group,Social Engineering,AI-based Detection,High,23.0,0,High-Loss Targeted Events - DDoS-Led
