country,year,attack_type,target_industry,financial_loss_million,affected_users,attack_source,vulnerability_type,defense_mechanism,resolution_time_hours,years_since_2015,loss_per_user_usd,impact_level
USA,2020,Man-in-the-Middle,Education,44.85,527938,Nation-state,Zero-day,Encryption,1.0,5,84.95315737832851,Medium
UK,2022,DDoS,Telecommunications,50.9,645154,Insider,Weak Passwords,AI-based Detection,16.0,7,78.89589152357422,Medium
India,2018,Ransomware,Retail,26.01,732636,Hacker Group,Zero-day,VPN,3.0,3,35.501940936563315,Medium
Russia,2015,DDoS,Retail,69.61,26321,Nation-state,Zero-day,Encryption,11.0,0,2644.656358041108,Medium
Germany,2023,Ransomware,Banking,52.88,982507,Unattributed,Unpatched Software,Encryption,39.0,8,53.82149949058887,High
Russia,2019,Malware,Retail,11.57,367712,Nation-state,Weak Passwords,Firewall,13.0,4,31.464842050300234,Low
Russia,2015,DDoS,Telecommunications,83.28,236346,Insider,Unpatched Software,AI-based Detection,55.0,0,352.36475337005913,High
Australia,2018,SQL Injection,Retail,51.46,287089,Nation-state,Weak Passwords,Encryption,8.0,3,179.24755041119653,Medium
Brazil,2024,Malware,Healthcare,50.71,964191,Unattributed,Weak Passwords,VPN,36.0,9,52.59331398032133,High
China,2016,SQL Injection,Healthcare,52.68,55913,Nation-state,Social Engineering,Antivirus,70.0,1,942.1780265770036,Medium
Japan,2015,Phishing,Government,98.29,850600,Insider,Zero-day,Encryption,17.0,0,115.55372678109569,High
France,2024,Phishing,Retail,45.57,201137,Hacker Group,Zero-day,Antivirus,25.0,9,226.56199505809474,Low
Germany,2017,Malware,Healthcare,1.68,859708,Nation-state,Weak Passwords,Encryption,10.0,2,1.954151874822614,High
Russia,2016,Phishing,Government,2.74,863777,Insider,Zero-day,Antivirus,20.0,1,3.172115025058551,High
Japan,2024,SQL Injection,Banking,67.37,521384,Unattributed,Social Engineering,Antivirus,32.0,9,129.21378484955426,Medium
Russia,2022,SQL Injection,Government,69.09,474183,Insider,Weak Passwords,Antivirus,27.0,7,145.7032411537318,Medium
Brazil,2018,SQL Injection,Retail,36.63,829742,Insider,Unpatched Software,Firewall,57.0,3,44.14625269059539,High
USA,2021,DDoS,Telecommunications,99.81,460842,Unattributed,Weak Passwords,AI-based Detection,59.0,6,216.58182196935175,High
Australia,2022,Malware,Retail,47.33,839881,Unattributed,Zero-day,Firewall,51.0,7,56.353221468279436,High
Brazil,2017,DDoS,IT,72.48,860625,Unattributed,Zero-day,Firewall,4.0,2,84.21786492374727,High
UK,2019,SQL Injection,Healthcare,65.47,263110,Insider,Social Engineering,Firewall,6.0,4,248.83128729428756,Medium
Japan,2020,Man-in-the-Middle,IT,13.61,506364,Nation-state,Social Engineering,Firewall,66.0,5,26.877898112820027,Medium
USA,2021,Phishing,Education,6.01,176772,Insider,Unpatched Software,Firewall,6.0,6,33.99859706288326,Low
Brazil,2021,SQL Injection,Retail,1.32,564277,Nation-state,Weak Passwords,Firewall,1.0,6,2.3392766318669733,Medium
Australia,2017,Man-in-the-Middle,Retail,47.97,36780,Insider,Unpatched Software,AI-based Detection,64.0,2,1304.241435562806,Low
Germany,2021,Ransomware,Retail,46.82,589744,Nation-state,Weak Passwords,VPN,32.0,6,79.39037955451857,Medium
Russia,2018,Malware,Government,59.01,309230,Hacker Group,Social Engineering,Encryption,61.0,3,190.82883290754455,Medium
China,2024,Man-in-the-Middle,Telecommunications,53.59,4913,Hacker Group,Weak Passwords,AI-based Detection,61.0,9,10907.79564420924,Medium
Brazil,2020,SQL Injection,Education,50.41,350295,Insider,Unpatched Software,Encryption,5.0,5,143.9072781512725,Medium
USA,2020,DDoS,Banking,60.2,998937,Nation-state,Zero-day,Antivirus,19.0,5,60.2640606965204,High
Brazil,2018,Malware,Telecommunications,96.22,445546,Nation-state,Weak Passwords,Firewall,45.0,3,215.95974377505354,High
Brazil,2023,SQL Injection,Healthcare,7.33,486146,Insider,Zero-day,Firewall,12.0,8,15.077774989406475,Low
UK,2016,Phishing,Education,29.49,466333,Hacker Group,Zero-day,Firewall,51.0,1,63.23807236459783,Low
Japan,2019,Phishing,Government,73.35,706019,Nation-state,Zero-day,Encryption,65.0,4,103.89238816519102,Medium
UK,2020,DDoS,Retail,70.03,971464,Nation-state,Weak Passwords,Firewall,4.0,5,72.087076824257,High
India,2015,Man-in-the-Middle,IT,76.97,224983,Nation-state,Weak Passwords,AI-based Detection,42.0,0,342.11473755794884,High
Brazil,2019,Ransomware,Telecommunications,87.41,919425,Nation-state,Unpatched Software,Encryption,45.0,4,95.0702884955271,High
Russia,2023,DDoS,Telecommunications,57.25,115138,Unattributed,Unpatched Software,Encryption,42.0,8,497.22941166252673,Medium
Japan,2020,Phishing,IT,99.57,786468,Nation-state,Social Engineering,AI-based Detection,42.0,5,126.60400677459222,High
India,2023,Phishing,Retail,5.11,620560,Hacker Group,Weak Passwords,Antivirus,59.0,8,8.234497872889003,Medium
USA,2017,Malware,Government,56.74,976007,Insider,Social Engineering,Encryption,59.0,2,58.134828951021866,High
France,2016,DDoS,Education,46.58,361163,Hacker Group,Zero-day,Firewall,38.0,1,128.97223691241905,Low
Brazil,2017,Ransomware,Healthcare,54.78,469735,Nation-state,Zero-day,Encryption,57.0,2,116.61894472415298,Medium
USA,2015,Man-in-the-Middle,IT,46.27,117231,Unattributed,Unpatched Software,AI-based Detection,28.0,0,394.69082409942763,Low
Germany,2018,Ransomware,Healthcare,14.38,276925,Unattributed,Unpatched Software,VPN,54.0,3,51.927417170714094,Low
Australia,2019,Malware,Telecommunications,37.3,208089,Unattributed,Zero-day,Antivirus,33.0,4,179.25022466348534,Low
Australia,2016,Phishing,Telecommunications,63.81,71720,Hacker Group,Zero-day,Encryption,21.0,1,889.7099832682654,Medium
Russia,2024,Ransomware,Telecommunications,35.62,236676,Nation-state,Social Engineering,AI-based Detection,67.0,9,150.50110699859724,Low
India,2024,Man-in-the-Middle,Telecommunications,93.46,409281,Nation-state,Weak Passwords,Antivirus,18.0,9,228.35167036828,High
Japan,2023,Phishing,Banking,82.36,612815,Insider,Zero-day,Antivirus,12.0,8,134.39618808286352,High
Russia,2018,SQL Injection,Telecommunications,11.32,153618,Nation-state,Weak Passwords,VPN,29.0,3,73.68928120402558,Low
India,2023,Ransomware,Banking,57.15,704230,Nation-state,Zero-day,VPN,71.0,8,81.152464393735,Medium
China,2019,Malware,Retail,79.37,863510,Hacker Group,Weak Passwords,VPN,2.0,4,91.91555396000047,High
India,2024,DDoS,Healthcare,4.08,488599,Unattributed,Social Engineering,Encryption,11.0,9,8.350405956622916,Low
France,2022,Ransomware,Healthcare,80.73,964782,Unattributed,Weak Passwords,VPN,47.0,7,83.67693427116177,High
Germany,2018,Man-in-the-Middle,IT,48.96,323027,Unattributed,Unpatched Software,Encryption,49.0,3,151.5662777414891,Low
China,2023,Man-in-the-Middle,Education,10.55,12970,Unattributed,Social Engineering,Antivirus,32.0,8,813.4155744024672,Low
India,2020,Man-in-the-Middle,Government,50.19,659835,Unattributed,Zero-day,Encryption,46.0,5,76.06447066312033,Medium
China,2023,SQL Injection,Telecommunications,66.92,336320,Hacker Group,Social Engineering,VPN,51.0,8,198.97716460513797,Medium
China,2017,Man-in-the-Middle,Banking,47.52,83617,Insider,Unpatched Software,AI-based Detection,64.0,2,568.3054881184448,Low
Brazil,2018,Malware,Banking,87.13,99178,Nation-state,Unpatched Software,Antivirus,27.0,3,878.5214462884913,High
Brazil,2024,Ransomware,Education,80.1,489369,Nation-state,Unpatched Software,Encryption,41.0,9,163.68016772619436,High
Russia,2017,Phishing,Telecommunications,2.22,620350,Hacker Group,Zero-day,Firewall,45.0,2,3.578624969775127,Medium
USA,2020,DDoS,Healthcare,38.14,846602,Insider,Weak Passwords,Firewall,31.0,5,45.05068497357672,High
India,2017,Malware,Government,61.02,650042,Nation-state,Unpatched Software,Antivirus,48.0,2,93.87085757535667,Medium
Japan,2019,Man-in-the-Middle,Government,61.01,549197,Hacker Group,Social Engineering,Antivirus,59.0,4,111.0894633437546,Medium
France,2023,Phishing,IT,15.49,138639,Hacker Group,Unpatched Software,VPN,14.0,8,111.72902285792598,Low
Australia,2024,Man-in-the-Middle,Healthcare,93.4,833819,Insider,Unpatched Software,Antivirus,14.0,9,112.01471782245308,High
India,2022,Malware,Retail,13.88,813217,Insider,Zero-day,AI-based Detection,71.0,7,17.068015056251898,High
UK,2017,Malware,Banking,11.25,636273,Insider,Zero-day,Antivirus,30.0,2,17.68108972092168,Medium
Russia,2017,Man-in-the-Middle,Banking,66.53,45277,Insider,Social Engineering,Firewall,43.0,2,1469.3994743467986,Medium
Australia,2015,Phishing,Telecommunications,89.41,488342,Hacker Group,Unpatched Software,Firewall,23.0,0,183.08890081131665,High
France,2019,Phishing,IT,55.31,526220,Nation-state,Social Engineering,AI-based Detection,2.0,4,105.10812967960169,Medium
USA,2023,DDoS,Education,90.38,311596,Insider,Weak Passwords,VPN,23.0,8,290.0550713102864,High
Brazil,2024,DDoS,Retail,25.17,658226,Insider,Weak Passwords,VPN,52.0,9,38.239145825294045,Medium
India,2019,Phishing,Education,6.29,344693,Hacker Group,Social Engineering,Encryption,19.0,4,18.248122242111094,Low
France,2016,Phishing,Education,37.57,380995,Unattributed,Weak Passwords,VPN,60.0,1,98.61021798186327,Low
Brazil,2018,Malware,Banking,3.1,458185,Insider,Social Engineering,AI-based Detection,31.0,3,6.765826030970023,Low
Brazil,2022,Man-in-the-Middle,Education,91.69,581034,Insider,Social Engineering,VPN,67.0,7,157.80487888832667,High
Russia,2019,Ransomware,Retail,19.97,722544,Hacker Group,Social Engineering,Encryption,14.0,4,27.638455235944107,Medium
Brazil,2024,Phishing,IT,28.78,793783,Insider,Social Engineering,Firewall,17.0,9,36.256760348861086,High
China,2023,SQL Injection,IT,53.21,620822,Unattributed,Zero-day,Firewall,21.0,8,85.7089471700423,Medium
Russia,2022,Ransomware,Healthcare,16.6,715102,Insider,Zero-day,Antivirus,2.0,7,23.21347164460455,Medium
Russia,2021,Man-in-the-Middle,Banking,44.32,634390,Unattributed,Zero-day,Antivirus,54.0,6,69.86238749034506,Medium
Japan,2021,Ransomware,Government,10.34,791473,Nation-state,Weak Passwords,Firewall,58.0,6,13.064248559331778,High
China,2022,Phishing,IT,41.81,631816,Unattributed,Weak Passwords,Firewall,29.0,7,66.17432923509377,Medium
Germany,2016,Malware,Banking,84.54,517353,Nation-state,Social Engineering,Antivirus,41.0,1,163.40873639468603,High
Japan,2015,Malware,Telecommunications,40.38,118734,Insider,Unpatched Software,AI-based Detection,21.0,0,340.0879276365658,Low
India,2020,Man-in-the-Middle,Education,39.15,963367,Insider,Zero-day,Encryption,50.0,5,40.63871816244484,High
Australia,2021,SQL Injection,Telecommunications,22.51,71557,Insider,Social Engineering,Antivirus,47.0,6,314.5743952373632,Low
Brazil,2017,Ransomware,Government,58.18,824704,Hacker Group,Zero-day,Antivirus,30.0,2,70.54652335868384,High
Germany,2023,Man-in-the-Middle,Banking,92.48,1326,Nation-state,Social Engineering,Antivirus,11.0,8,69743.58974358975,High
UK,2015,Phishing,Banking,51.38,630931,Insider,Zero-day,AI-based Detection,48.0,0,81.43521240832992,Medium
Germany,2016,Phishing,Government,93.61,395731,Insider,Unpatched Software,AI-based Detection,64.0,1,236.54957534284654,High
Australia,2017,Ransomware,Government,27.38,918816,Unattributed,Weak Passwords,AI-based Detection,58.0,2,29.79921986556612,High
Australia,2021,Malware,Healthcare,74.61,357205,Nation-state,Weak Passwords,Antivirus,21.0,6,208.87165633179828,High
UK,2019,SQL Injection,IT,78.84,464960,Unattributed,Unpatched Software,Encryption,24.0,4,169.5629731589814,High
USA,2019,Ransomware,Telecommunications,65.7,51619,Insider,Unpatched Software,VPN,3.0,4,1272.787152017668,Medium
Brazil,2017,Phishing,IT,81.04,850794,Unattributed,Social Engineering,Antivirus,69.0,2,95.25219970991803,High
France,2015,Man-in-the-Middle,Banking,27.2,559841,Nation-state,Unpatched Software,VPN,22.0,0,48.58522330447395,Medium
China,2018,DDoS,Healthcare,86.38,685136,Nation-state,Weak Passwords,Antivirus,62.0,3,126.07715840358702,High
Brazil,2016,Malware,Education,83.93,102797,Unattributed,Weak Passwords,Firewall,17.0,1,816.4635154722414,High
France,2022,Ransomware,Healthcare,40.36,439046,Insider,Social Engineering,VPN,42.0,7,91.92658628025309,Low
USA,2019,SQL Injection,Telecommunications,57.4,51312,Insider,Social Engineering,AI-based Detection,26.0,4,1118.6467103211723,Medium
Brazil,2022,Ransomware,Retail,1.42,510870,Unattributed,Unpatched Software,AI-based Detection,35.0,7,2.779572102491828,Medium
Russia,2021,SQL Injection,Government,66.5,348118,Hacker Group,Zero-day,VPN,42.0,6,191.0271804388167,Medium
Australia,2016,Ransomware,Healthcare,47.18,509930,Unattributed,Social Engineering,AI-based Detection,68.0,1,92.52250308865922,Medium
UK,2016,Ransomware,IT,58.99,822380,Hacker Group,Zero-day,Firewall,26.0,1,71.73083002991318,High
Germany,2022,SQL Injection,Banking,52.91,619669,Unattributed,Unpatched Software,Antivirus,19.0,7,85.3842938730193,Medium
Australia,2023,SQL Injection,Telecommunications,20.95,341111,Insider,Weak Passwords,VPN,14.0,8,61.416958116273,Low
France,2018,Ransomware,Government,2.79,443730,Hacker Group,Weak Passwords,Antivirus,39.0,3,6.287607328781015,Low
Japan,2017,DDoS,IT,27.76,824968,Insider,Weak Passwords,Encryption,15.0,2,33.64979005246264,High
Japan,2016,Man-in-the-Middle,Retail,58.77,172346,Nation-state,Social Engineering,AI-based Detection,51.0,1,341.0000812319404,Medium
Germany,2022,DDoS,Telecommunications,51.95,919855,Hacker Group,Weak Passwords,Antivirus,56.0,7,56.47629245913758,High
Germany,2021,Man-in-the-Middle,IT,90.57,254634,Hacker Group,Social Engineering,AI-based Detection,5.0,6,355.68698602700346,High
France,2022,Phishing,Retail,39.15,724409,Unattributed,Weak Passwords,Antivirus,56.0,7,54.04405522294726,Medium
UK,2018,Phishing,Healthcare,95.3,269142,Unattributed,Unpatched Software,Encryption,72.0,3,354.08817650162365,High
India,2024,Phishing,Retail,92.48,32067,Insider,Unpatched Software,Antivirus,19.0,9,2883.96170517978,High
Germany,2020,Malware,Government,32.2,591314,Hacker Group,Weak Passwords,Encryption,65.0,5,54.4549934552539,Medium
Germany,2019,SQL Injection,Healthcare,91.72,149171,Hacker Group,Zero-day,VPN,64.0,4,614.8648195694874,High
Brazil,2016,DDoS,IT,13.52,535205,Hacker Group,Social Engineering,AI-based Detection,53.0,1,25.261348455264805,Medium
Germany,2022,Ransomware,Education,87.93,471889,Nation-state,Zero-day,Antivirus,4.0,7,186.33619346922688,High
France,2019,Phishing,Healthcare,52.18,869751,Insider,Zero-day,Firewall,12.0,4,59.99418224296379,High
Russia,2017,DDoS,Education,50.42,690010,Nation-state,Weak Passwords,Firewall,18.0,2,73.07140476224983,Medium
Brazil,2017,Ransomware,Healthcare,32.9,433987,Unattributed,Zero-day,AI-based Detection,21.0,2,75.80872238108515,Low
UK,2017,Phishing,Banking,1.54,31262,Unattributed,Social Engineering,Firewall,56.0,2,49.26108374384236,Low
Australia,2022,Malware,Retail,32.26,824433,Nation-state,Unpatched Software,AI-based Detection,60.0,7,39.12992323208799,High
Germany,2023,Man-in-the-Middle,Retail,23.28,651963,Insider,Unpatched Software,AI-based Detection,53.0,8,35.7075478209653,Medium
France,2017,SQL Injection,Education,81.06,349070,Unattributed,Zero-day,VPN,41.0,2,232.21703383275562,High
USA,2024,Malware,Telecommunications,71.42,967411,Hacker Group,Social Engineering,AI-based Detection,47.0,9,73.82591266793534,High
Japan,2021,SQL Injection,Retail,64.81,263770,Unattributed,Social Engineering,Antivirus,62.0,6,245.7064867119081,Medium
UK,2016,Phishing,Retail,85.89,714670,Hacker Group,Weak Passwords,VPN,32.0,1,120.18134243776848,High
USA,2021,DDoS,Telecommunications,47.84,498904,Hacker Group,Zero-day,Antivirus,65.0,6,95.89019129932812,Medium
USA,2024,Phishing,Education,47.95,569539,Unattributed,Weak Passwords,Encryption,18.0,9,84.19089825279744,Medium
China,2016,Man-in-the-Middle,Retail,82.52,217938,Nation-state,Weak Passwords,VPN,69.0,1,378.6397966394112,High
China,2022,Ransomware,Retail,36.48,172607,Unattributed,Zero-day,VPN,60.0,7,211.34716436760965,Low
India,2023,Man-in-the-Middle,Retail,95.66,424762,Insider,Unpatched Software,VPN,10.0,8,225.20846968419963,High
Japan,2019,Man-in-the-Middle,IT,42.34,130309,Insider,Zero-day,AI-based Detection,56.0,4,324.91999785126126,Low
India,2018,DDoS,Government,65.11,95378,Insider,Social Engineering,Antivirus,67.0,3,682.6521839417895,Medium
India,2017,Phishing,IT,53.95,920801,Nation-state,Zero-day,Antivirus,52.0,2,58.59029258221918,High
Japan,2020,Man-in-the-Middle,Retail,91.36,551038,Insider,Social Engineering,Firewall,21.0,5,165.7961882846555,High
China,2016,Malware,Telecommunications,85.8,962508,Unattributed,Social Engineering,AI-based Detection,13.0,1,89.14211622137167,High
France,2020,Malware,Healthcare,92.29,267554,Hacker Group,Social Engineering,Firewall,45.0,5,344.9397131046443,High
Japan,2020,Ransomware,IT,25.3,76258,Unattributed,Social Engineering,VPN,43.0,5,331.7684701932912,Low
Russia,2016,Malware,Banking,3.6,661377,Hacker Group,Weak Passwords,Antivirus,66.0,1,5.4431889829854985,Medium
Australia,2022,SQL Injection,Retail,56.62,310341,Unattributed,Weak Passwords,Encryption,32.0,7,182.4444723707148,Medium
Russia,2017,Phishing,Education,66.25,702883,Insider,Unpatched Software,VPN,31.0,2,94.25466258253508,Medium
USA,2017,Malware,Education,78.38,516103,Hacker Group,Unpatched Software,Firewall,62.0,2,151.8689098881425,High
USA,2015,Malware,Retail,84.7,542283,Hacker Group,Social Engineering,Firewall,64.0,0,156.19150886160915,High
Russia,2016,SQL Injection,Government,43.75,173441,Hacker Group,Social Engineering,Antivirus,43.0,1,252.247161859076,Low
France,2017,DDoS,Retail,67.36,856228,Hacker Group,Zero-day,Encryption,47.0,2,78.6706344571773,High
UK,2019,Malware,IT,68.54,791265,Hacker Group,Social Engineering,Firewall,65.0,4,86.62079075910093,High
USA,2019,Malware,Retail,45.42,969699,Hacker Group,Social Engineering,Firewall,63.0,4,46.83927693026393,High
Russia,2023,Malware,Telecommunications,95.0,338867,Nation-state,Unpatched Software,AI-based Detection,34.0,8,280.34597644503594,High
Japan,2018,Ransomware,Government,44.98,951249,Hacker Group,Weak Passwords,VPN,25.0,3,47.28520082544108,High
USA,2022,Ransomware,IT,50.4,34584,Insider,Zero-day,Firewall,43.0,7,1457.321304649549,Medium
Brazil,2021,Malware,Education,74.37,298836,Hacker Group,Social Engineering,Encryption,29.0,6,248.8655985222664,Medium
Brazil,2018,Malware,Retail,27.82,526161,Unattributed,Unpatched Software,AI-based Detection,12.0,3,52.873550111087674,Medium
Brazil,2020,Phishing,Government,76.95,476308,Insider,Social Engineering,VPN,44.0,5,161.55512819436163,High
China,2017,SQL Injection,Banking,29.39,206897,Unattributed,Zero-day,Encryption,18.0,2,142.0513588887224,Low
Japan,2022,Malware,IT,1.92,2653,Nation-state,Unpatched Software,AI-based Detection,56.0,7,723.7090086694309,Low
UK,2024,Ransomware,Healthcare,90.37,540353,Hacker Group,Unpatched Software,Antivirus,68.0,9,167.24252479397728,High
Germany,2015,Phishing,Retail,84.77,779922,Nation-state,Zero-day,Antivirus,50.0,0,108.6903562151087,High
Germany,2016,Ransomware,Education,24.4,908906,Hacker Group,Weak Passwords,AI-based Detection,46.0,1,26.845460366638573,High
